"Source","Target","Weight"
"rizal-commercial-banking-corp","wirecard-bank-ag-aschheim-germany-deu",138663.02
"rosbank","aizraulkles-banka-latvia-lva",531159.9
"rosbank","amsterdam-trade-bank-nv-amsterdam-netherlands-nld",3.3e+07
"rosbank","as-expobank-riga-latvia-lva",1.4e+08
"rosbank","bank-of-america-na-new-york-ny-us-usa",4282057.88
"rosbank","bank-of-america-nt-and-sa-london-uk-gbr",2060373.33
"rosbank","bank-of-cyprus-public-company-ltd-cyprus-cyp",681500
"rosbank","bank-of-cyprus-public-company-ltd-nicosia-cyprus-cyp",1500
"rosbank","barclays-capital-securities-limited-london-england-gbr",100873093.89
"rosbank","bsi-sa-zurich-switzerland-che",7300000
"rosbank","citibank-na-new-york-usa",8651430
"rosbank","comerica-bank-inc-detroit-michigan-usa",12016
"rosbank","credit-bank-of-moscow-ojsc-moscow-russia-rus",9840000
"rosbank","credit-bank-snoras-lithuania-ltu",16958.45
"rosbank","credit-suisse-ag-zurich-switzerland-che",435000
"rosbank","credit-suisse-international-london-uk-gbr",36162662.54
"rosbank","deutsche-bank-ag-london-gbr",9824395.94
"rosbank","erste-group-bank-ag-austria-aut",315052.23
"rosbank","hellenic-bank-ltd-nicosia-cyprus-cyp",15280
"rosbank","hsbc-private-bank-suisse-sa-zurich-switzerland-che",607360
"rosbank","jp-morgan-chase-bank-london-england-gbr",5657742.5
"rosbank","jpmorgan-chase-bank-new-york-ny-us-usa",3586200
"rosbank","jsc-norvik-banka-riga-latvia-lva",48907029.68
"rosbank","promsvyazbank-limassol-cyprus-cyp",43153544.15
"rosbank","raiffeisen-zentralbank-osterreich-vienna-austria-aut",2e+05
"rosbank","rcb-bank-ltd-limassol-cyprus-cyp",3114200
"rosbank","royal-bank-of-scotland-plc-guernsey-channel-islands-ggy",3e+06
"rosbank","russian-commercial-bank-cyprus-cyp",1.5e+07
"rosbank","russian-commercial-bank-cyprus-limassol-cyprus-cyp",43522273.98
"rosbank","sberbank-of-russia-moscow-russia-rus",64535911.06
"rosbank","sberbank-of-russia-russia-rus",8306.6
"rosbank","schweizerische-hypotheken-und-handelsbank-switzerland-che",131215570.53
"rosbank","schweizerische-hypotheken-und-handelsbank-zurich-switzerland-che",1.1e+07
"rosbank","schweizerische-hypotheken-und-zurich-switzerland-che",60.94
"rosbank","schweizerischehypotheken-und-handelsbank-zurich-switzerland-che",21500000
"rosbank","societe-generale-paris-france-fra",8450
"rosbank","vnesheconombank-moscow-russia-rus",218720605.84
"rosbank","vtb-24-jsc-moscow-russia-rus",152350693.4
"rosbank","vtb-24-jsc-russia-rus",52345693.4
"rosbank","vtb-bank-europe-plc-london-england-gbr",1305150
"rosbank","vtb-bank-open-joint-stock-bank-moscow-russia-rus",873611.11
"rosbank","vtb-bank-russia-rus",32840664.28
"rosbank-oao","ablv-bank-as-riga-latvia-lva",13897597.69
"rosbank-oao","hsbc-bank-canada-toronto-canada-can",3081.66
"rosbank-oao","rosbank-moscow-russia-rus",9966458.57
"rosbank-switzerland-sa","raiffeisen-zentralbank-osterreich-vienna-austria-aut",108078.92
"rosevrobank-jscb","seb-bank-tallinn-estonia-est",1762225.86
"rosgosstrakh-bank","nomos-bank-moscow-russia-rus",70004401.5
"royal-bank-of-canada","banque-privee-edmond-de-rothschild-suisse-sa-switzerland-che",10153833
"royal-bank-of-canada","caledonian-bank-limited-georgetown-cayman-islands-cym",4322258.86
"royal-bank-of-canada","commonwealth-bank-of-australia-sydney-australia-aus",11510
"royal-bank-of-canada","habib-bank-a-g-zurich-dubai-united-arab-emirates-are",2e+05
"royal-bank-of-scotland","abn-amro-luxembourg-lux",13105247.57
"royal-bank-of-scotland","deutsche-bank-amsterdam-nld",104000
"royal-bank-of-scotland-plc","ablv-bank-as-riga-latvia-lva",8333573.61
"royal-bank-of-scotland-plc","regional-investment-bank-riga-latvia-lva",1511980
"rupali-bank","deutsche-bank-ag-germany-deu",495204.18
"russian-commercial-bank","nomos-bank-moscow-russia-rus",5e+07
"russian-commercial-bank","rosbank-moscow-russia-rus",13700000
"russian-commercial-bank","sberbank-of-russia-moscow-russia-rus",1e+07
"russian-commercial-bank-cyprus","credit-suisse-switzerland-che",24191333.76
"russian-commercial-bank-ltd","credit-suisse-ag-geneva-switzerland-che",18061500
"russian-finance-society-moscow-russia-rus","nordea-bank-danmark-as-copenhagen-denmark-dnk",7181193.66
"russita-bank-international-commercial-investment-bank","as-privatbank-riga-latvia-lva",2073716.31
"sampo-pank-danske-bank-a-s","standard-chartered-bank-hong-kong-ltd-hong-kong-hkg",22322429.91
"savings-bank-of-the-russian-federation","hellenic-bank-ltd-cyprus-cyp",1085000
"savings-bank-of-the-russian-federation","lombard-odier-darier-hentsch-switzerland-che",10915000
"saxo-bank-as","as-meridian-trade-bank-riga-latvia-lva",7059920.07
"saxo-bank-as","marfin-popular-bank-public-co-ltd-nicosia-cyprus-cyp",1581628.46
"sb-sberbank-of-russia-cjsc","credit-europe-bank-nv-amsterdam-netherlands-nld",2123550
"sb-sberbank-of-russia-cjsc","jsc-norvik-banka-riga-latvia-lva",3681782.4
"sberbank","banksnoras-vilnius-lithuania-ltu",66744.75
"sberbank","citibank-na-new-york-usa",1567817
"sberbank","credit-agricole-suisse-sa-geneva-switzerland-che",2131932
"sberbank","credit-suisse-ag-switzerland-che",7333581.45
"sberbank","efg-bank-zurich-switzerland-che",7896772.43
"sberbank","jsc-norvik-banka-riga-latvia-lva",2800067.58
"sberbank","marfin-popular-bank-public-co-ltd-limassol-cyprus-cyp",1333990
"sberbank","seb-bank-tallinn-estonia-est",363193.19
"sberbank","vp-bank-luxembourg-sa-luxembourg-lux",2970217.07
"sberbank-of-russia","ab-dnb-bankas-vilnius-lithuania-ltu",15009707.96
"sberbank-of-russia","as-expobank-riga-latvia-lva",6e+07
"sberbank-of-russia","as-privatbank-riga-latvia-lva",426170
"sberbank-of-russia","bank-of-cyprus-public-company-ltd-cyprus-cyp",4110584.56
"sberbank-of-russia","bank-of-taiwan-hong-kong-hkg",1750000
"sberbank-of-russia","banksnoras-vilnius-lithuania-ltu",66459.8
"sberbank-of-russia","china-construction-bank-corp-beijing-china-chn",403150
"sberbank-of-russia","credit-suisse-ag-geneva-switzerland-che",2798000
"sberbank-of-russia","efg-bank-zurich-switzerland-che",26578720.85
"sberbank-of-russia","hellenic-bank-ltd-cyprus-cyp",1885000
"sberbank-of-russia","hsbc-private-bank-suisse-sa-switzerland-che",310000
"sberbank-of-russia","promsvyazbank-cyprus-cyp",5768131
"sberbank-of-russia","raiffeisenbank-as-czech-republic-cze",4734683
"sberbank-of-russia","reyl-et-cie-sa-geneva-switzerland-che",1800000
"sberbank-of-russia","rosbank-moscow-russia-rus",31317390.77
"sberbank-of-russia","seb-bank-tallinn-estonia-est",559080
"sberbank-srbija-ad","ubs-ag-stamford-branch-us-usa",29204
"sberbank-srednerussky","privat-bank-ukraine-ukr",2367375
"sberbank-switzerland-ag","barclays-cyprus-cyp",16965000
"sberbank-switzerland-ag","nadra-bank-kiev-ukraine-ukr",658000
"sberbank-switzerland-ag","vp-bank-luxembourg-sa-luxembourg-lux",1.7e+07
"schroder-co-bank-ag","credicorp-bank-panama-pan",4455000
"schweizerische-hypotheken-und","rosbank-moscow-russia-rus",1.42e+08
"scsb-savings-department-branch","bank-of-communications-shanghai-china-chn",14265948.67
"scsb-savings-department-branch","ping-an-bank-co-ltd-east-shenzhen-china-chn",2993552.18
"scsb-savings-department-branch","ping-an-bank-co-ltd-shenzhen-china-chn",6680407.36
"seb-bank","credit-suisse-singapore-sgp",608059.33
"seb-bank-as","seb-bank-tallinn-estonia-est",4254228.7
"seb-banka","ab-dnb-bankas-vilnius-lithuania-ltu",10000
"seb-bankas","abn-amro-bank-nv-amsterdam-netherlands-nld",8115
"seb-pank","credit-suisse-switzerland-ltd-zurich-switzerland-che",627000
"seb-pank","eurasian-development-bank-almaty-kazakhstan-kaz",1837683.28
"seb-pank","hsbc-bank-canada-toronto-canada-can",606448
"seb-pank","kazkommertsbank-almaty-kazakhstan-kaz",2469100
"sent-bank-internasional-indonesia","bank-of-baroda-uae-are",1927651
"sg-private-banking","baltinvestbank-st-petersburg-russia-rus",2e+06
"sg-private-banking","barclays-bank-plc-monaco-mco",267000
"sg-private-banking","barclays-cyprus-cyp",530000
"sg-private-banking","jsc-norvik-banka-riga-latvia-lva",1075000
"sg-private-banking","kuwait-turkishparticipation-bk-istanbul-turkey-tur",2500000
"sg-private-banking","marfin-popular-bank-nicosia-cyprus-cyp",4999955
"sg-private-banking","marfin-popular-bank-public-co-ltd-nicosia-cyprus-cyp",853144.85
"sg-private-banking","rigensis-bank-as-riga-latvia-lva",2450000
"sg-private-banking","societe-generale-bank-cyprus-ltd-sg-cyprus-cyp",37733084
"sg-private-banking-suisse","sberbank-of-russia-moscow-russia-rus",9750000
"sg-private-banking-suisse-sa","winterbotham-trust-company-limited-nassau-bahamas-bhs",4505593.05
"sgpb-suisse","harris-bank-il-us-usa",352132.9
"sgpb-suisse","international-bank-of-azerbaijan-russia-rus",4521638
"sgpb-suisse","morgan-stanley-united-states-usa",19548470.92
"shanghai-commercial-and-savings-bank-ltd","dbs-bank-ltd-singapore-sgp",5182956
"shanghai-commercial-savings-bank","bank-of-china-hong-kong-ltd-hong-kong-hkg",2499832
"shanghai-pudong-development-bank","dbs-bank-ltd-singapore-sgp",10001000
"sharjah-islamic-bank","barclays-cyprus-cyp",47619803
"sharjah-islamic-bank","barclays-dubai-are",82394
"shin-kong-bank","kunshan-rural-commercial-bank-kunshan-china-chn",2178382.18
"skandinaviska-enskilda-banken","bank-of-east-asia-ltd-hong-kong-hkg",784427.9
"skandinaviska-enskilda-banken","bank-of-montreal-canada-toronto-canada-can",9852222.06
"skandinaviska-enskilda-banken","bank-of-montreal-montreal-canada-can",1e+05
"skandinaviska-enskilda-banken","deutsche-bank-ag-prague-czech-republic-cze",17280
"skandinaviska-enskilda-banken","jsc-norvik-banka-riga-latvia-lva",7088463.21
"skandinaviska-enskilda-banken","standard-chartered-bank-hong-kong-hkg",5122
"skandinaviska-enskilda-banken-sweden","rietumu-banka-jsc-riga-latvia-lva",4530000
"skb-bank","standard-chartered-bank-hk-ltd-hong-kong-hkg",7129487
"smp-bank","efg-bank-switzerland-che",2e+06
"smp-bank","rosbank-moscow-russia-rus",4e+07
"smp-bank","societe-generale-private-banking-suisse-sa-switzerland-che",7512170
"snoras-bank","sberbank-krasnoyarsk-russia-rus",8455000
"snoras-bank","transcredit-bank-moscow-russia-rus",310297.21
"societe-generale","as-meridian-trade-bank-riga-latvia-lva",2334327.39
"societe-generale-bank-and-trust-monaco","societe-generale-bank-and-trust-singapore-sa-sgbt-singapore-singapore-sgp",73534359.87
"societe-generale-bank-and-trust-monaco","societe-generale-private-banking-sgpb-suisse-switzerland-che",202116372.42
"societe-generale-bank-and-trust-sa","credit-suisse-ag-zurich-switzerland-che",3104244.06
"societe-generale-bank-and-trust-sa","savings-bank-of-the-russian-federation-samara-russia-rus",3.5e+07
"societe-generale-private-banking","bank-of-cyprus-public-company-limited-cyprus-cyp",2.9e+07
"societe-generale-private-banking","compagnie-bancaire-switzerland-che",2e+05
"societe-generale-private-banking","east-west-united-bank-sa-luxemburg-lux",9.4e+07
"societe-generale-private-banking","gazprombank-moscow-the-russian-federation-rus",13526
"societe-generale-private-banking","societe-generale-bank-and-trust-singapore-sa-sgbt-singapore-singapore-sgp",636828000
"societe-generale-zurich","ablv-bank-as-riga-latvia-lva",5799925
"solid-bank","bank-of-cyprus-public-company-ltd-cyprus-cyp",1460000
"solid-bank","barclays-bank-plc-united-kingdom-gbr",1669762.9
"solid-bank","commerzbank-ag-germany-deu",1000100
"solid-bank","jpmorgan-chase-bank-united-kingdom-gbr",2065860
"south-american-international-bank","banesco-sa-panama-city-panama-pan",1e+06
"south-american-international-bank","branch-banking-and-trust-company-greensboro-nc-usa",1e+06
"south-american-international-bank","credicorp-bank-panama-panama-pan",1213092.16
"south-american-international-bank","deutsche-bank-ag-amsterdam-netherlands-nld",1307000
"south-american-international-bank","ebna-bank-nv-willemstad-curacao-cuw",1978656
"south-american-international-bank","espirito-santo-bank-of-florida-miami-fl-usa",1100147
"south-american-international-bank","totalbank-miami-fl-usa",1210000
"south-american-international-bank-of-curacao","banco-de-sabadell-sa-fl-us-usa",5e+05
"south-american-international-bank-of-curacao","banco-de-santander-international-miami-florida-usa",1529715
"south-american-international-bank-of-curacao","banesco-sa-panama-city-panama-pan",499905
"south-american-international-bank-of-curacao","banesco-usa-coral-gables-fl-usa",349905
"south-american-international-bank-of-curacao","bankunited-na-miami-florida-usa",1e+06
"south-american-international-bank-of-curacao","bbt-wilson-nc-usa",49935
"south-american-international-bank-of-curacao","cnl-bank-orlando-fl-usa",735000
"south-american-international-bank-of-curacao","deutsche-bk-trust-co-americas-new-york-ny-usa",1108905
"south-american-international-bank-of-curacao","eastern-national-bank-fl-us-usa",2300000
"south-american-international-bank-of-curacao","ebna-bank-nv-willemstad-curacao-cuw",1573710
"south-american-international-bank-of-curacao","efg-bankzurich-switzerland-che",29935
"south-american-international-bank-of-curacao","espirito-santo-bank-of-florida-fl-us-usa",360600
"south-american-international-bank-of-curacao","helm-bank-usa-miami-florida-usa",99935
"south-american-international-bank-of-curacao","hsbc-bank-usa-na-new-york-ny-usa",399905
"south-american-international-bank-of-curacao","hsbc-private-bank-suisse-sa-geneva-switzerland-che",1482000
"south-american-international-bank-of-curacao","standard-chartered-bank-new-york-ny-usa",499905
"south-american-international-bank-of-curacao","ubs-ag-stamford-ct-usa",339905
"south-american-international-bank-of-curacao","ubs-private-banking-frankfurt-germany-deu",6e+05
"soyuz-oao","as-expobank-riga-latvia-lva",6400000
"soyuz-oao","eesti-krediidipank-tallinn-estonia-est",1043353
"soyuz-oao","expobank-riga-latvia-lva",955000
"sparkasse-dachau","united-overseas-bank-limited-singapore-sgp",24217
"sparkasse-salem-heiligenberg","bank-of-china-macau-branch-china-chn",20750
"specsetstroybank","united-overseas-bank-ltd-singapore-sgp",85166290
"spokane-teachers-credit-union","ab-dnb-bankas-vilnius-lithuania-ltu",18000
"stanbic-bank-zambia-limited","standard-chartered-bank-zambia-ltd-lusaka-zambia-zmb",2139958
"standard-bank-of-south-africa-ltd","bank-of-china-hong-kong-ltd-hong-kong-hkg",25669372
"standard-bank-of-south-africa-ltd","standard-chartered-bank-hong-kong-ltd-hong-kong-hkg",905880
"standard-bank-plc-london","arab-bank-for-investment-foreign-trade-abu-dhabi-united-arab-emirates-are",2.6e+07
"standard-bk-of-s-africa-ltd","shanghai-pudong-development-bank-china-chn",22936375
"standard-chartered-bank","arab-bank-for-investment-foreign-trade-abu-dhabi-united-arab-emirates-are",296223.05
"standard-chartered-bank","axis-bank-ltd-india-ind",1592810
"standard-chartered-bank","bangkok-bank-ltd-bangkok-thailand-tha",45410
"standard-chartered-bank","bank-america-n-a-new-york-usa-usa",545000
"standard-chartered-bank","bank-of-china-urumqi-china-chn",160000
"standard-chartered-bank","banque-cantonale-de-geneve-geneva-switzerland-che",408000
"standard-chartered-bank","banque-de-commerce-et-de-placements-s-a-geneva-switzerland-che",3e+06
"standard-chartered-bank","banque-de-commerce-et-de-placements-sa-geneva-switzerland-che",4e+06
"standard-chartered-bank","banque-de-commerce-et-de-placements-sa-switzerland-che",638411
"standard-chartered-bank","banque-de-gestion-edmond-de-rothschild-monaco-monte-carlo-monaco-mco",360000
"standard-chartered-bank","barclays-bank-plc-london-uk-gbr",264631
"standard-chartered-bank","barclays-bank-plc-uk-corporate-gbr",923300
"standard-chartered-bank","bsi-bank-limited-singapore-sgp",384948.74
"standard-chartered-bank","caisse-centrale-desjardins-montreal-canada-can",370640
"standard-chartered-bank","chelyabinvestbank-chelyabinsk-russia-rus",202380.86
"standard-chartered-bank","china-construction-bank-fujian-china-chn",903500
"standard-chartered-bank","china-merchant-bank-co-ltd-shenzhen-china-chn",120000
"standard-chartered-bank","credit-europe-bank-nv-amsterdam-netherlands-nld",148847.44
"standard-chartered-bank","cyprus-popular-bank-public-co-ltd-nicosia-cyprus-cyp",130000
"standard-chartered-bank","denizbank-as-bahrain-branch-obu-manama-bahrain-bhr",418194.5
"standard-chartered-bank","deutsche-bank-ag-bangalore-india-ind",1375000
"standard-chartered-bank","deutsche-bank-ag-hong-kong-ubs-ag-switzerland-b-che",26523230.47
"standard-chartered-bank","deutsche-bank-mauritius-mus",6.5e+07
"standard-chartered-bank","economy-bank-n-v-amstelveen-netherlands-nld",1803.16
"standard-chartered-bank","habib-bank-a-g-zurich-dubai-uae-are",4774344.81
"standard-chartered-bank","hang-seng-bank-ltd-hong-kong-hkg",350000
"standard-chartered-bank","hdfc-bank-house-mumbai-india-ind",914512
"standard-chartered-bank","hsbc-bank-usa-n-a-new-york-united-states-usa",1680000
"standard-chartered-bank","hua-nan-commercial-bank-taiwan-twn",311871.96
"standard-chartered-bank","icic-bank-ltd-mumbai-india-ind",1993710
"standard-chartered-bank","icici-bank-limited-singapore-sgp",8450400
"standard-chartered-bank","ing-belgium-s-a-belgium-bel",1786303
"standard-chartered-bank","karur-vysya-bank-ltd-chennai-india-ind",179860.72
"standard-chartered-bank","karur-vysya-bank-ltd-intl-chennai-india-ind",234553.74
"standard-chartered-bank","merrill-lynch-bank-suisse-sa-switzerland-che",8173377.6
"standard-chartered-bank","national-australia-bank-limited-melbourne-australia-aus",87780
"standard-chartered-bank","pnc-bank-national-assoc-nj-us-usa",14824227.55
"standard-chartered-bank","privatbank-ukraine-ukr",1250867.67
"standard-chartered-bank","regionala-investiciju-banka-riga-latvia-lva",2096696.78
"standard-chartered-bank","sberbank-moscow-russia-rus",110695.29
"standard-chartered-bank","sberbank-rostov-on-don-russia-rus",127290
"standard-chartered-bank","sparkasse-ulm-germany-deu",69955
"standard-chartered-bank","standard-chartered-bank-dubai-are",281459
"standard-chartered-bank","standard-chartered-bank-hk-ltd-hong-kong-hkg",149980
"standard-chartered-bank","standard-chartered-bank-singapore-sgp",465700
"standard-chartered-bank","tamilnad-mercantile-bank-madras-india-ind",185626.35
"standard-chartered-bank","turkiye-garanti-bankasi-a-s-istanbul-turkey-tur",180000
"standard-chartered-bank","turkiye-garanti-bankasi-as-istanbul-turkey-tur",120791
"standard-chartered-bank","uco-bank-singapore-singapore-sgp",210252.6
"standard-chartered-bank","wells-fargo-bank-na-south-dakota-us-usa",170962.98
"standard-chartered-bank-hk-ltd","agricultural-bank-of-china-beijing-china-chn",859400
"standard-chartered-bank-hk-ltd","bangkok-bank-public-company-ltd-singapore-sgp",3e+05
"standard-chartered-bank-hk-ltd","bank-america-international-new-york-united-states-usa",45400
"standard-chartered-bank-hk-ltd","bank-of-china-jiangxi-china-chn",199996
"standard-chartered-bank-hk-ltd","blom-bank-france-dubai-united-arab-emirates-are",169438.27
"standard-chartered-bank-hk-ltd","bni-madagascar-madagascar-mdg",208500
"standard-chartered-bank-hk-ltd","citibank-a-g-frankfurt-germany-deu",438548
"standard-chartered-bank-hk-ltd","citibank-south-africa-johannesburg-south-africa-zaf",163798.54
"standard-chartered-bank-hk-ltd","co-operative-bank-of-kenya-ltd-nairobi-kenya-ken",2050
"standard-chartered-bank-hk-ltd","credit-suisse-first-boston-lausanne-switzerland-che",3211928
"standard-chartered-bank-hk-ltd","dbs-bank-ltd-singapore-singapore-sgp",250000
"standard-chartered-bank-hk-ltd","helm-bank-usa-usa",285139.8
"standard-chartered-bank-hk-ltd","industrial-commercial-bk-of-china-china-chn",1187539.98
"standard-chartered-bank-hk-ltd","jpmorgan-chase-bank-na-seattle-wa-united-states-usa",29110
"standard-chartered-bank-hk-ltd","lloyds-tsb-bank-plc-united-kingdom-gbr",1469544
"standard-chartered-bank-hk-ltd","mega-international-commercial-bank-co-ltd-taipei-taiwan-twn",431856.2
"standard-chartered-bank-hk-ltd","morgan-stanley-co-intl-plc-london-uk-gbr",1e+07
"standard-chartered-bank-hk-ltd","national-bank-of-canada-nbc-canada-can",220000
"standard-chartered-bank-hk-ltd","nordea-bank-danmark-a-s-copenhagen-denmark-dnk",3359932
"standard-chartered-bank-hk-ltd","pohjola-pankki-oyj-helsinki-finland-fin",3475920
"standard-chartered-bank-hk-ltd","united-overseas-bank-limited-singapore-sgp",764350
"standard-chartered-bank-hk-ltd","wells-fargo-bank-na-united-states-usa",2e+05
"standard-chartered-bank-hong-kong-limited","bank-of-jiangsu-co-ltd-nanjing-china-chn",142940
"standard-chartered-bank-hong-kong-limited","deutsche-bank-ag-abu-dhabi-uae-are",141821.44
"standard-chartered-bank-hong-kong-limited","deutsche-bank-ag-singapore-sgp",578882.14
"standard-chartered-bank-hong-kong-limited","indian-bank-mumbai-india-ind",139935
"standard-chartered-bank-hong-kong-limited","industrial-commercial-bank-of-china-beijing-china-chn",766670
"standard-chartered-bank-hong-kong-ltd","bank-of-communications-co-ltd-shanghai-china-chn",1396500
"standard-chartered-bank-hong-kong-ltd","bank-of-communications-shanghai-china-chn",999000
"standard-chartered-bank-hong-kong-ltd","bmi-offshore-bank-ltd-victoria-seychelles-syc",2307208.47
"standard-chartered-bank-hong-kong-ltd","china-construction-bank-corporation-yan-cheng-china-chn",1350000
"standard-chartered-bank-hong-kong-ltd","china-minsheng-banking-corporation-ltd-hengshui-china-chn",369760
"standard-chartered-bank-hong-kong-ltd","citibank-taiwan-limited-taiwan-twn",7832341
"standard-chartered-bank-hong-kong-ltd","dbs-bank-ltd-singapore-sgp",1680090
"standard-chartered-bank-hong-kong-ltd","eurobank-efg-cyprus-ltd-nicosia-cyprus-cyp",5567000.05
"standard-chartered-bank-hong-kong-ltd","hongkong-shanghai-banking-corporation-ltd-guangzhou-china-chn",1516063.47
"standard-chartered-bank-hong-kong-ltd","mizuho-corporate-bank-tokyo-japan-jpn",561384.6
"standard-chartered-bank-hong-kong-ltd","nordea-bank-danmark-as-copenhagen-denmark-dnk",970296.41
"standard-chartered-bank-hong-kong-ltd","wing-hang-bank-china-ltd-guangzhou-branch-china-chn",1170000
"standard-chartered-bank-india","hsbc-bank-plc-athens-greece-grc",5738.45
"standard-chartered-bank-south-africa","deutsche-bank-ag-abu-dhabi-branch-abu-dhabi-united-arab-emirates-are",10758384.12
"standard-chartered-bank-zambia-ltd","bank-danamon-indonesia-pt-jakarta-indonesia-idn",3092000
"standard-chartered-bank-zambia-ltd","bank-of-beirut-arab-beirut-lebanon-lbn",941959
"standard-chartered-bank-zambia-ltd","commercial-bank-of-dubai-p-s-c-dubai-uae-are",970485
"standard-chartered-bank-zambia-ltd","emirates-nbd-bank-pjsc-dubai-uae-are",1549000
"standard-chartered-bank-zambia-ltd","hongkong-shanghai-banking-corp-hong-kong-hkg",1804500
"standard-chartered-bank-zambia-ltd","societe-generale-de-banque-au-liban-sal-beirut-lebanon-lbn",873200
"stansard-chartered-bank","dbs-bank-ltd-singapore-sgp",5800416.03
"state-bank-for-foreign-economic-aff","as-meridian-trade-bank-riga-latvia-lva",1654691.44
"state-bank-for-foreign-economic-affairs-of-turkmenistan","as-meridian-trade-bank-riga-latvia-lva",3975933.96
"state-bank-of-india","dnb-nor-bank-asa-london-england-gbr",5791055.21
"sviaz-bank","deutsche-bank-trust-co-americas-foreign-exchange-europe-fund-new-york-ny-usa",1e+07
"swedbank-as","ab-dnb-bankas-vilnius-lithuania-ltu",121.67
"swedbank-as","dbs-bank-ltd-singapore-sgp",181343.7
"swenska-handelsbanken","barclays-kenya-kenya-ken",3120
"t-c-ziraat-bankasi-as","ablv-bank-as-latvia-lva",1400000
"taipei-fubon-commercial-bank-co-ltd","taishin-international-bank-taipei-taiwan-twn",1400000
"taishin-international-bank","ctbc-bank-co-ltd-hong-kong-branch-hong-kong-hkg",3724596
"taishin-international-bank","foshan-shunde-rural-commercial-bk-co-ltd-shunde-china-chn",3500000
"taishin-international-bank","shanghai-commercial-and-savings-bank-ltd-taipei-taiwan-twn",9478190
"taiwan-cooperative-bank","first-sino-bank-shanghai-china-chn",5e+06
"taiwan-shin-kong-commercial-bank-co-ltd","ctbc-bank-co-ltd-hong-kong-hkg",5400000
"taurus-bank","cyprus-development-bank-nicosia-cyprus-cyp",2859300
"tbc-bank","habib-bank-a-g-zurich-dubai-uae-are",16084899
"tbc-bank","sberbank-of-russia-russia-rus",1800000
"td-bank-na","hsbc-hong-kong-hkg",695000
"temir-bank","jsc-norvik-banka-riga-latvia-lva",5299375
"tempbank","habib-bank-a-g-zurich-dubai-united-arab-emirates-are",2532146.4
"the-bank-of-tokyo-mitsubishi-ufj-ltd","rigensis-bank-as-riga-latvia-lva",9865148.68
"the-hokkaido-bank-ltd","as-expobank-riga-latvia-lva",1584880
"the-national-bank-of-ras","hsbc-bank-middle-east-dubai-uae-are",340000
"the-national-bank-of-ras-al-khaimah","jsc-norvik-banka-riga-latvia-lva",19588802.51
"the-national-bank-of-rasras-al-khaimah-uae-are","e-trade-clearing-llc-arlington-va-usa",204986.39
"the-national-bank-of-rasras-al-khaimah-uae-are","hana-bank-new-york-agency-ny-ny-us-usa",1762797
"the-national-bank-of-rasras-al-khaimah-uae-are","jp-morgan-chase-bank-na-brooklyn-ny-usa-usa",5852134
"the-national-bank-of-rasras-al-khaimah-uae-are","korea-exchange-bank-seoul-korea-kor",6636113
"the-national-bank-of-rasras-al-khaimah-uae-are","tbc-bank-tbilisi-georgia-geo",1012080
"the-national-bank-of-rasras-al-khaimah-uae-are","the-toronto-dominion-bank-toronto-canada-can",243750
"the-national-bank-of-rasras-al-khaimah-uae-are","wells-fargo-bank-san-francisco-ca-usa",1601865.39
"the-shanghai-commercial-and-savings-bank-ltd","agricultural-bank-of-china-china-chn",2970000
"thomas-cook-al-rostamani-exchange-company","state-bank-of-patiala-mumbai-india-ind",142497
"tien-phong-commercial-joint-stock-bank","oversea-chinese-banking-corp-ltd-singapore-sgp",6200000
"toronto-dominion-bank","liechtensteinische-landesbank-vaduz-liechtenstein-lie",547250
"toronto-dominion-bank","standard-chartered-bank-hk-ltd-hong-kong-hkg",2765
"toronto-dominion-bank","standard-chartered-bank-hong-kong-hkg",2765
"towerbank-international-ltd","banco-credit-andorra-panama-sa-pan",84935
"trade-bank-for-investment-and-finance","national-bank-of-ras-ras-al-khaimah-uae-are",797462.5
"trade-bank-for-investment-and-finance","standard-chartered-bank-dubai-united-arab-emirates-are",5136157
"trade-finance-bank","norvik-banka-jsc-riga-latvia-lva",2500000
"transcredit-bank","latvian-trade-commercial-bank-riga-latvia-lva",1536719.5
"transcredit-bank","ltb-bank-riga-latvia-lva",14663388.39
"transcredit-bank","ojsc-promsvyazbank-cyprus-branch-limassol-cyprus-cyp",41553000
"transcreditbank","ltb-bank-latvia-lva",3030558.16
"transcreditbank","ltb-bank-riga-latvia-lva",6165383.92
"transcreditbank","ltb-bank-sa-riga-latvia-lva",3163883.73
"transcreditbank-jsc","ltb-bank-riga-latvia-lva",1946923.62
"transkapitalbank","bank-handlowy-w-warszawie-sa-warszawa-poland-pol",102385.5
"transkapitalbank","branch-banking-and-trust-company-greensboro-united-states-usa",1779903.99
"transkapitalbank","raiffeisen-bank-aval-public-joint-stock-company-kiev-ukraine-ukr",63464
"transkapitalbank","seb-bank-vilnius-lithuania-ltu",53750
"transnational-bank-commercial-bank","marfin-popular-bank-public-co-ltd-limassol-cyprus-cyp",429970
"trasta-komercbanka","abn-amro-bank-nv-amsterdam-netherlands-nld",1075
"trasta-komercbanka","banca-de-economii-a-moldovei-chisinau-moldova-mda",1e+05
"trasta-komercbanka","bank-of-singapore-limited-singapore-sgp",2120000
"trasta-komercbanka","bsi-sa-zurich-switzerland-che",5780000
"trasta-komercbanka","bta-bank-jsc-almaty-kazakhstan-kaz",986892
