"Source","Target","Weight"
"branch-banking-and-trust-company","dms-bank-trust-ltd-georgetown-cayman-islands-cym",517500
"british-arab-commercial-bank-ltd","as-expo-bank-riga-latvia-lva",736500
"british-arab-commercial-bank-ltd","as-expobank-riga-latvia-lva",3676017.4
"brown-shipley-and-co-ltd","societe-generale-private-banking-suisse-sa-switzerland-che",2e+06
"bsi-ag","caledonian-bank-limited-georgetown-ky-cym",933497.37
"bsi-bank-limited-singapore","vnesheconombank-moscow-russia-rus",1100000
"bsi-monaco-sam","banca-arner-sa-lugano-switzerland-che",349989.93
"bsi-sa","caledonian-bank-limited-georgetown-cayman-islands-cym",1066850
"bsi-sa","dbs-bank-ltd-singapore-sgp",52612500
"bsi-sa","dbs-bank-ltd-singapore-singapore-sgp",8343000
"bsi-sa","jcl-media-emi-publishing-limited-tortota-bvi-vgb",106666667
"bsi-sa","rhb-bank-berhad-singapore-sgp",1.5e+07
"bta-bank-jsc","aizkraukles-banka-riga-latvia-lva",46949.04
"btg-pactual-commodities-holding","regionala-investiciju-banka-riga-lv-lva",504494.3
"business-standart-jsb","jsc-norvik-banka-riga-latvia-lva",2545186
"byblos-bank-sal","bank-of-china-limited-guangdong-china-chn",28000
"byblos-bank-sal","barclays-bank-plc-london-england-gbr",119
"byblos-bank-sal","garantibank-international-nv-netherlands-nld",2083127.25
"byblos-bank-sal","hang-seng-bank-limited-hong-kong-hkg",161000
"byblos-bank-sal","hongkong-and-shanghai-banking-corp-hong-kong-hkg",10000
"byblos-bank-sal","rietumu-banka-jsc-riga-latvia-lva",3286361.43
"caledonian-bank-limited","bank-morgan-stanley-ag-zurich-switzerland-che",450000
"caledonian-bank-limited","barclays-capital-inc-new-york-usa-usa",450000
"caledonian-bank-limited","belize-bank-international-limited-belize-city-belize-blz",50000
"caledonian-bank-limited","bsi-sa-lugano-switzerland-che",485000
"caledonian-bank-limited","citibank-na-new-york-ny-usa",450000
"caledonian-bank-limited","hsbc-hong-kong-hkg",4996625
"caledonian-bank-limited","hypo-investment-bank-bendern-liechtenstein-lie",450000
"caledonian-bank-limited","merrill-lynch-new-york-ny-usa",985000
"caledonian-bank-limited","pictet-and-cie-geneva-switzerland-che",776400
"caledonian-bank-limited","t-bank-julius-baer-and-co-ag-zurich-switzerland-che",5e+05
"caledonian-bank-limited","wells-fargo-bank-san-francisco-ca-usa",450280
"caledonian-bank-ltd","banque-de-luxembourg-luxembourg-lux",451267
"caledonian-bank-ltd","citibank-na-ny-ny-usa",25547781.34
"caledonian-bank-ltd","dms-bank-trust-ltd-cayman-islands-cym",795530
"caledonian-bank-ltd","hongkong-and-shanghai-banking-corp-hong-kong-hkg",828938267.43
"caledonian-bank-ltd","sg-private-banking-suisse-sazurich-switzerland-che",810731
"canadian-imperial-bank-of-commerce","ablv-bank-as-riga-latvia-lva",7851873.04
"canara-bank","credit-europe-bank-nv-amsterdam-netherlands-nld",875071.5
"canara-bank","standard-chartered-bank-hong-kong-hkg",174948.77
"capital-bank-grawe-gruppe-ag","bank-of-cyprus-public-company-ltd-nicosia-cyprus-cyp",5e+06
"capital-one-na","ao-unicredit-bank-russian-federation-rus",15950
"cargill-investor-service-inc","aizkraukles-banka-riga-latvia-lva",19864873.13
"cathay-bank","bank-of-china-hongkong-ltd-hong-kong-hkg",114414
"cathay-united-bank","ctbc-bank-co-ltd-hong-kong-hkg",7600000
"cbh-compagnie-bancaire-helvetique-sa","banque-privee-edmond-de-rothschild-switzerland-che",5e+06
"central-branch-of-jsc-kredobank","ltb-bank-riga-latvia-lva",10000
"ceska-sporitelna-a-s","first-commercial-bank-taipei-taiwan-twn",778980
"ceska-sporitelna-as","alfa-bank-moscow-russia-rus",560000
"ceska-sporitelna-as","bank-rbk-joint-stock-company-almaty-kazakhstan-kaz",712500
"ceska-sporitelna-as","promsvyazbank-moscow-russia-rus",2863000
"ceskoslovenska-obchodna-banka-as","seb-bank-tallinn-estonia-est",1291232.97
"ceskoslovenska-obchodni-banka-as","wirecard-bank-ag-aschheim-germany-deu",285837.69
"charles-schwab-and-co-inc","dms-bank-trust-ltd-georgetown-cayman-islands-cym",380000
"chiao-tung-bank-co-ltd","bank-of-china-sichuan-china-chn",25000
"china-construction-bank-corporation","scsb-savings-department-branch-taipei-taiwan-twn",3999980
"china-development-bank","kgi-bank-taipei-taiwan-twn",102323998.21
"china-guangfa-bank-co-ltd","dbs-bank-ltd-singapore-singapore-sgp",2813235.7
"china-merchants-bank","credit-suisse-singapore-branch-singapore-sgp",5285839.33
"china-merchants-bank","credit-suisse-singapore-sgp",2860562.43
"china-merchants-bank","ping-an-bank-co-ltd-shenzhen-china-chn",51229983
"china-merchants-bank-h-o","asb-bank-limited-auckland-new-zealand-nzl",1540000
"china-minsheng-banking-corporation","helm-bank-usa-usa",106226
"chinatrust-bank-usa","standard-chartered-bank-hk-ltd-hong-kong-hkg",23955
"chinatrust-commercial-bank","alliance-bank-malaysia-berhad-kuala-lumpur-malaysia-mys",462377.88
"chinatrust-commercial-bank","china-construction-bank-beijing-china-chn",2000385
"chinatrust-commercial-bank","china-construction-bank-bejing-china-chn",2574288
"chinatrust-commercial-bank","china-construction-bank-shenzhen-china-chn",1500185
"chinatrust-commercial-bank","hongkong-and-shanghai-banking-corp-ho-chiminh-city-vietnam-vnm",944122.06
"chinatrust-commercial-bank","industrial-and-comml-bank-of-china-fuzhou-china-chn",1254203
"chinatrust-commercial-bank","industrial-commercial-bank-beijing-ho-of-china-fuzhou-china-chn",8027004
"chinatrust-commercial-bank","industrial-commercial-bank-fuzhou-china-chn",3262000
"chinatrust-commercial-bank","ubs-ag-stamford-ct-usa",765
"ci-banco-sa","hellenic-bank-public-company-ltd-nicosia-cy-cyp",22472.34
"cimb-bank-berhad","bank-negara-indonesia-ambon-indonesia-idn",428051.7
"cimb-bank-berhad","barclays-bank-plc-london-england-gbr",173136884.72
"cimb-bank-berhad","china-citic-bank-international-ltd-hong-kong-hkg",9310000
"cimb-bank-berhad","dbs-bank-hong-kong-limited-hong-kong-hkg",22590000
"cimb-bank-berhad","icbc-limited-foshan-china-chn",14991886.27
"cimb-bank-berhad","investec-bank-switzerland-ag-zurich-switzerland-che",29162517.4
"cimb-bank-berhad","standard-chartered-bank-hong-kong-hkg",771460
"citi","dbs-bank-ltd-singapore-sgp",614566.72
"citibanco-sa-institucion-de-banca-multiple","bank-america-na-us-usa",4e+05
"citibanco-sa-institucion-de-banca-multiple","barclays-bank-plc-united-kingdom-gbr",2e+05
"citibanco-sa-institucion-de-banca-multiple","citibank-us-usa",40000
"citibanco-sa-institucion-de-banca-multiple","international-bank-of-commerce-united-states-usa",498000
"citibanco-sa-institucion-de-banca-multiple","international-bank-of-commerce-us-usa",119424.89
"citibanco-sa-institucion-de-banca-multiple","multibank-panama-pan",1371700
"citibanco-sa-institucion-de-banca-multiple","wells-fargo-bank-na-us-usa",324262
"citibank","bank-of-new-york-mellon-brussels-belgium-bel",246660337
"citibank","barclays-bank-plc-knightsbridge-united-kingdom-gbr",7055000
"citibank","standard-chartered-bank-hk-ltd-hong-kong-hkg",320000
"citibank","standard-chartered-bank-hong-kong-hkg",71375
"citibank-japan-ltd","dbs-bank-ltd-singapore-singapore-sgp",6441717.79
"citibank-na","ambank-m-berhad-malaysia-mys",2900000
"citibank-na","bank-hapoalim-tel-aviv-israel-isr",360000
"citibank-na","bank-of-america-na-usa-usa",7401136.21
"citibank-na","banque-privee-edmond-de-rothschild-suisse-sa-switzerland-che",2045570
"citibank-na","credit-suisse-ag-hong-kong-hkg",38475
"citibank-na","credit-suisse-ag-zurich-switzerland-che",9180000
"citibank-na","dbs-bank-ltd-singapore-sgp",34627752.16
"citibank-na","jsc-norvik-banka-riga-latvia-lva",2005348.82
"citibank-na","liechtensteinische-landesbank-vaduz-liechtenstein-lie",4946890
"citibank-na","maiwand-bank-kabul-afghanistan-afg",542699
"citibank-na","ppf-banka-as-prague-czech-republic-cze",1699995
"citibank-na","rosbank-moscow-russia-rus",986025.31
"citibank-na","stanbic-bank-zambia-zmb",462351029.67
"citibank-na","unicredit-bank-ag-germany-deu",1181243.99
"citibank-na","united-overseas-bank-limited-singapore-sgp",1739599
"citibank-na","usb-bank-plc-nicosia-cyprus-cyp",55807
"citibank-na-ny","hsbc-bank-plc-london-england-gbr",10559
"citigroup-global-markets-inc","pershing-llc-us-usa",50.97
"citigroup-ltd","rosbank-moscow-russia-rus",10814005
"city-national-bank","mellon-trust-of-new-england-na-pittsburgh-pa-usa",54297237.53
"cjscb-ipotechniy","ukrsotzbank-kiev-ukraine-ukr",21129.5
"commercial-bank-mobiasbanca-groupe","danske-bank-as-estonia-branch-tallinn-estonia-est",1445219.33
"commercial-bank-of-ceylon-plc","united-overseas-bank-limited-singapore-sgp",6695
"commercial-bank-of-qatar-ltd","barclays-kenya-kenya-ken",60690
"commercial-international-bank","credit-europe-bank-dubai-ltd-dubai-uae-are",1853085.36
"commercial-international-bank","jsc-norvik-banka-riga-latvia-lva",395.5
"commerzbank-ag","ab-dnb-nord-bankas-vilnius-lithuania-ltu",1325000
"commerzbank-ag","andbanc-panama-sa-panama-city-panama-pan",99932.51
"commerzbank-ag","bank-julius-baer-co-ltd-switzerland-che",237087
"commerzbank-ag","bank-of-china-macau-branch-china-chn",24203.5
"commerzbank-ag","indian-bank-singapore-sgp",23570000
"commerzbank-ag","mora-banc-grup-sa-andorra-and",3182309.27
"commonwealth-bank-of-australia","as-expobank-riga-latvia-lva",615000
"commonwealth-bank-of-australia","barclays-kenya-kenya-ken",20604.06
"commonwealth-bank-of-australia","deutsche-bank-ag-prague-czech-republic-cze",40771071.67
"commonwealth-bank-of-australia","nordea-bank-danmark-as-copenhagen-denmark-dnk",350000
"commonwealth-bank-of-australia","westpac-banking-corporation-sydney-australia-aus",327942.88
"cor-clearing-llc","jsc-norvik-banka-riga-latvia-lva",410000
"cor-clearing-llc","rietumu-banka-jsc-riga-latvia-lva",2250000
"coutts-and-company","fbme-bank-ltd-nicosia-cyprus-cyp",16897280
"coutts-bank-von-ernst-ltd","banque-privee-edmond-de-rothchild-luxembourg-lux",20750000
"coutts-bank-von-ernst-ltd","efg-bank-zurich-switzerland-che",10878851.66
"credicorp-bank","chinacitic-bank-ningbo-china-chn",459764
"credicorp-bank","hang-seng-bank-limited-hong-kong-hkg",1426723
"credicorp-bank","lloyds-tbs-bank-plc-miami-fl-usa-usa",134975
"credicorp-bank","mizrahi-tefahot-bank-ltd-ramat-gan-israel-isr",328745
"credicorp-bank-sa","caledonian-bank-limited-georgetown-ky-cym",2031110
"credit-agricole","denizbank-as-bahrain-branch-obu-manama-bahrain-bhr",2325000
"credit-bank-of-moscow-ojsc","jsc-norvik-banka-riga-latvia-lva",244413
"credit-bank-of-moscow-ojsc","rosbank-moscow-russia-rus",3077.76
"credit-bank-of-moscow-ojsc","russian-standard-bank-moscow-russia-rus",10008596.43
"credit-bank-of-moscow-ojsc","vnesheconombank-moscow-russia-rus",2955.88
"credit-dnepr-bank","jsc-norvik-banka-riga-latvia-lva",3038906.03
"credit-europe-bank-nv","arab-bank-for-investment-foreign-trade-abu-dhabi-uae-are",7522515
"credit-suisse","bank-julius-baer-and-co-ltd-zurich-switzerland-che",475000
"credit-suisse","bank-of-america-nyc-usa",1506671.09
"credit-suisse","barclays-bank-plc-london-england-gbr",11238365
"credit-suisse","deutsche-bank-ag-singapore-sgp",3e+06
"credit-suisse","evrofinance-mosnarbank-moscow-russia-rus",58819782.88
"credit-suisse","first-national-bank-sal-beirut-lebanon-lbn",50000
"credit-suisse","first-national-bank-sal-hazmieh-lebanon-lbn",1750000
"credit-suisse","jp-morgan-chase-bank-na-ny-usa-usa",1e+05
"credit-suisse","jsc-norvik-banka-riga-latvia-lva",2139975
"credit-suisse","rietumu-banka-jsc-riga-latvia-lva",9871069
"credit-suisse","seb-bank-tallinn-estonia-est",2e+06
"credit-suisse","state-export-import-bank-of-ukraine-kiev-ukraine-ukr",1321500
"credit-suisse-ag","afrasia-bank-limited-port-luis-mauritius-mus",982085.64
"credit-suisse-ag","as-expobank-riga-latvia-lva",13400000
"credit-suisse-ag","baltikums-bank-riga-latvia-lva",1300000
"credit-suisse-ag","banco-gnb-peru-sa-lima-peru-per",180181.94
"credit-suisse-ag","bank-mandiri-perseo-tbk-pt-indonesia-idn",92950
"credit-suisse-ag","bank-of-america-na-charlotte-nc-usa",96521.57
"credit-suisse-ag","bank-of-america-na-new-york-ny-usa",6463171.08
"credit-suisse-ag","bank-of-china-macau-branch-china-chn",38544
"credit-suisse-ag","bank-of-china-macau-mac",679000
"credit-suisse-ag","bank-vtb-24-russia-rus",1.7e+07
"credit-suisse-ag","bankers-bank-northeast-glastonbury-ct-usa",524536.33
"credit-suisse-ag","citibank-na-hong-kong-hkg",81601.19
"credit-suisse-ag","citibank-na-new-york-usa",1250000
"credit-suisse-ag","citibank-new-york-ny-usa",2e+06
"credit-suisse-ag","credit-suisse-singapore-sgp",22069302.05
"credit-suisse-ag","dbs-bank-ltd-singapore-sgp",3850000
"credit-suisse-ag","deutsche-bank-ag-singapore-sgp",156170
"credit-suisse-ag","dms-bank-trust-ltd-georgetown-cayman-islands-cym",620000
"credit-suisse-ag","east-west-bank-elmonte-ca-usa",2e+05
"credit-suisse-ag","efg-bank-singapore-sgp",58307.22
"credit-suisse-ag","efg-bank-zurich-switzerland-che",8310000
"credit-suisse-ag","evrofinance-mosnarbank-moscow-russia-rus",348793114.75
"credit-suisse-ag","guangdong-development-bank-guangzhou-china-chn",1e+07
"credit-suisse-ag","halyk-savings-bank-kazakhstan-almaty-kazakhstan-kaz",162000
"credit-suisse-ag","hang-seng-bank-hk-hkg",438000
"credit-suisse-ag","harris-trust-savings-bank-chicago-illinois-usa",1e+06
"credit-suisse-ag","hongkong-and-shanghai-banking-corp-hong-kong-hkg",16697430
"credit-suisse-ag","ing-bank-nv-amsterdam-netherlands-nld",155102143.7
"credit-suisse-ag","joint-stock-company-alfa-bank-moscow-russia-rus",8885000
"credit-suisse-ag","jpmorgan-chase-bank-london-england-gbr",24696899.83
"credit-suisse-ag","jpmorgan-chase-bank-new-york-ny-us-usa",345351
"credit-suisse-ag","jsc-norvik-banka-riga-latvia-lva",3e+06
"credit-suisse-ag","lgt-bank-schweiz-ag-lugano-switzerland-che",10680000
"credit-suisse-ag","lloyds-tsb-bank-plc-united-kingdom-gbr",44960
"credit-suisse-ag","ltb-bank-riga-latvia-lva",4060000
"credit-suisse-ag","nomos-bank-open-joint-stock-co-moscow-russia-rus",3e+06
"credit-suisse-ag","parexcitadele-banka-latvia-lva",185000
"credit-suisse-ag","raiffeisen-bank-international-ag-vienna-austria-aut",5e+05
"credit-suisse-ag","rcb-bank-ltd-limassol-cyprus-cyp",4150000
"credit-suisse-ag","rigensis-bank-as-riga-latvia-lva",2.8e+07
"credit-suisse-ag","safra-national-bank-of-new-york-new-york-ny-usa",3105000
"credit-suisse-ag","sberbank-of-russia-moscow-russia-rus",5e+05
"credit-suisse-ag","standard-chartered-bank-singapore-sgp",5e+05
"credit-suisse-ag","ubs-ag-singapore-sgp",1e+07
"credit-suisse-ag","vtb-bank-russia-rus",3e+06
"credit-suisse-ag-singapore-branch","as-expobank-riga-latvia-lva",3e+06
"credit-suisse-international","arab-bank-plc-dubai-are",254830996.1
"credit-suisse-international","deutsche-bank-ag-london-gbr",3779.35
"credit-suisse-international","emirates-nbd-bank-pjsc-dubai-are",102409321.76
"credit-suisse-international","mashreqbank-psc-dubai-united-arab-emirates-are",85615750.67
"credit-suisse-international","rosbank-moscow-russia-rus",33799823.89
"credit-suisse-securities","jsc-norvik-banka-riga-latvia-lva",3098700
"credit-suisse-securities","ltb-bank-riga-latvia-lva",41150
"credit-suisse-securities","raiffeisen-zentralbank-oesterreich-ag-vienna-austria-aut",1582637
"credit-suisse-singapore-branch","jp-morgan-chase-bank-brooklyn-ny-usa",150000
"credit-suisse-switzerland-ltd","barclays-bank-plc-bristol-england-gbr",7506.21
"credit-suisse-zurich-switzerland-che","ukio-bankas-kaunas-lithuania-ltu",3969642
"credit-union-australia-ltd","hongkong-and-shanghai-banking-corp-hong-kong-hkg",1e+05
"credit-union-payment-center-ltd","as-expobank-riga-latvia-lva",53811
"creditsuisse","jsc-norvik-banka-riga-latvia-lva",1144000
"cs","jsc-norvik-banka-riga-latvia-lva",1673339.38
"ctbc-bank-co-ltd","bank-international-indonesia-jakarta-indonesia-idn",4654674
"ctbc-bank-co-ltd","bank-of-china-limited-zhejiang-china-chn",49987
"ctbc-bank-co-ltd","china-construction-bank-beijing-china-chn",5243975
"ctbc-bank-co-ltd","china-construction-bank-corporation-guangdong-china-chn",6061072.36
"ctbc-bank-co-ltd","credit-suisse-singapore-sgp",3e+06
"ctbc-bank-corp-usa","cathay-united-bank-taipei-city-taiwan-twn",2200000
"cyprus-development-bank-public","barclays-bank-plc-london-england-gbr",1051824.94
"cyprus-development-bank-public","ppf-banka-as-prague-czech-republic-cze",3128412.9
"cyprus-popular-bank","citibank-na-usa-usa",13003
"cyprus-popular-bank","zuercher-kantonalbank-switzerland-che",9952.5
"cyprus-popular-bank-limited","unicredit-bank-cjsc-moscow-russia-rus",480000
"cyprus-popular-bank-ltd","aizraulkles-banka-latvia-lva",1300000
"cyprus-popular-bank-public-co-ltd","rosbank-moscow-russia-rus",1.4e+07
"da-afghanistan-bank","da-afghanistan-bank-kabul-afghanistan-afg",5e+06
"danske-bank-a-s","standard-chartered-bank-hong-kong-hkg",19810
"danske-bank-a-s","standard-chartered-bank-hong-kong-ltd-hong-kong-hkg",1049080
"danske-bank-a-s-estonia-branch","banque-heritage-uruguay-sa-uruguay-ury",154000
"danske-bank-a-s-estonia-branch","standard-chartered-bank-hong-kong-ltd-hong-kong-hkg",8758411.27
"danske-bank-as","ab-dnb-bankas-vilnius-lithuania-ltu",104500
"danske-bank-as","ab-dnb-nord-bankas-vilnius-lithuania-ltu",27905
"danske-bank-as","afghan-united-bank-kabul-afghanistan-afg",518670
"danske-bank-as","mdm-bank-moscow-russia-rus",16296000
"danske-bank-as","meinl-bank-ag-vienna-austria-aut",4330000
"danske-bank-as","sb-sberbank-jsc-almaty-kazakhstan-kaz",5810000
"danske-bank-as","south-american-international-bank-of-curacao-willemstad-curacao-cuw",72903.04
"danske-bank-as-estonia-branch","alfabank-moscow-russia-rus",1138586
"danske-bank-as-estonia-branch","ing-bank-slaski-sa-poland-pol",7500
"danske-bank-as-estonia-branch","kuveyt-turk-katilim-bankasi-as-turkey-tur",5465582
"danske-bank-as-estonia-branch","the-national-bank-of-ras-ras-al-khaimah-uae-are",2540585
"danske-bank-as-estonia-branch","unicredit-bank-cjsc-moscow-russia-rus",1774970
"danske-bank-as-estonia-branch","vtb-north-west-jsc-st-petersburg-russia-rus",1169620
"danske-bank-as-lithuania-branch","ab-dnb-nord-bankas-vilnius-lithuania-ltu",29500
"db-ag-london-commission-sharing","ab-dnb-bankas-vilnius-lithuania-ltu",29859
"dbs-bank","agricultural-bank-of-china-beijing-china-chn",8143763
"dbs-bank","agricultural-bank-of-china-shandong-province-china-chn",14246763
"dbs-bank","bank-of-china-limited-beijing-china-chn",5119970
"dbs-bank","bank-of-communications-shanghai-china-chn",41836966.42
"dbs-bank","bank-of-east-asia-china-limited-china-chn",2870000
"dbs-bank","bank-of-east-asia-china-limited-qingdao-china-chn",22316123.09
"dbs-bank","bank-of-east-asia-ltd-hong-kong-hkg",2814980
"dbs-bank","bank-of-ningbo-co-ltd-ningbo-china-chn",1861096
"dbs-bank","china-construction-bank-corporation-beijing-china-chn",6763000
"dbs-bank","china-construction-bank-corporation-ningbo-china-chn",3600000
"dbs-bank","china-construction-bank-corporation-rizhao-china-chn",12416457.21
"dbs-bank","china-construction-bank-ningbo-china-chn",4785000
"dbs-bank","china-construction-bank-qingdao-china-chn",1e+06
"dbs-bank","china-construction-bank-singapore-singapore-sgp",11100000
"dbs-bank","china-merchants-bank-shenzhen-china-chn",51117520
"dbs-bank","credit-suisse-ag-zurich-switzerland-che",3899975
"dbs-bank","ctbc-bank-co-ltd-singapore-sgp",2500000
"dbs-bank","dbs-bank-hong-kong-limited-hong-kong-hkg",2840000
"dbs-bank","hongkong-and-shanghai-banking-corp-shanghai-china-chn",1720000
"dbs-bank","laishang-bank-laiwu-city-china-chn",14535570.52
"dbs-bank","standard-chartered-bank-hong-kong-hkg",68700000
"dbs-bank","ta-chong-bank-limited-taipei-taiwan-twn",2510568.34
"dbs-bank-ltd","ab-dnb-bankas-vilnius-lithuania-ltu",1980
"dbs-bank-ltd","aizkraukles-banka-riga-latvia-lva",4e+05
"dbs-bank-ltd","allahabad-bank-mumbai-india-ind",144248997.85
"dbs-bank-ltd","as-expo-bank-riga-latvia-lva",3033041.1
"dbs-bank-ltd","as-expobank-riga-latvia-lva",5e+06
"dbs-bank-ltd","baltikums-bank-as-riga-latvia-lva",6478000
"dbs-bank-ltd","baltikums-bank-riga-latvia-lva",6669173.92
"dbs-bank-ltd","bank-mandiri-perseo-jakarta-indonesia-idn",41440000
"dbs-bank-ltd","bank-of-baroda-hong-kong-hkg",16919433.13
"dbs-bank-ltd","bank-of-baroda-hyderabad-india-ind",2103000
"dbs-bank-ltd","bank-of-china-limited-china-chn",45087.78
"dbs-bank-ltd","bank-of-india-kanpur-india-ind",119548134.62
"dbs-bank-ltd","bank-of-maharashtra-nakik-india-ind",29159.89
"dbs-bank-ltd","barclays-bank-plc-london-england-gbr",268600
"dbs-bank-ltd","commerzbank-ag-frankfurt-am-main-germany-deu",425531
"dbs-bank-ltd","credit-suisse-ag-zurich-switzerland-che",259000
"dbs-bank-ltd","credit-toltb-bank-riga-latvia-lva",15000
"dbs-bank-ltd","ctbc-bank-co-ltd-hong-kong-hkg",16675112.37
"dbs-bank-ltd","deutsche-bank-ag-singapore-sgp",40000
"dbs-bank-ltd","ebna-bank-n-v-willemsted-curacao-cuw",249985
"dbs-bank-ltd","emirates-nbd-bank-pjsc-dubai-uae-are",1623600
"dbs-bank-ltd","hongkong-and-shanghai-banking-corp-hong-kong-hkg",4709496.08
"dbs-bank-ltd","hsbc-singapore-singapore-sgp",8370161.35
"dbs-bank-ltd","hsbc-united-states-usa",60000
"dbs-bank-ltd","indian-overseas-bank-kanpur-india-ind",162381261
"dbs-bank-ltd","industrial-bank-co-ltd-china-chn",44146.78
"dbs-bank-ltd","jsc-norvik-banka-riga-latvia-lva",8726965
"dbs-bank-ltd","lgt-bank-ltd-singapore-sgp",5002635.03
"dbs-bank-ltd","northern-trust-international-banking-corporation-united-states-usa",6e+05
"dbs-bank-ltd","norvik-banka-jsc-riga-latvia-lva",7e+06
"dbs-bank-ltd","pan-asia-bank-ltd-colombo-sri-lanka-lka",230000
"dbs-bank-ltd","ping-an-bank-co-ltd-china-chn",61608.88
"dbs-bank-ltd","ping-an-bank-co-ltd-shenzen-china-chn",3834432
"dbs-bank-ltd","rabobank-hong-kong-branch-hong-kong-hkg",39200000
"dbs-bank-ltd","rabobank-hong-kong-hkg",3.5e+07
"dbs-bank-ltd","seb-bank-tallinn-estonia-est",8036191.82
"dbs-bank-ltd","standard-chartered-bank-hong-kong-limited-hong-kong-hkg",242389
"dbs-bank-ltd","state-bank-of-india-mumbai-india-ind",1e+05
"dbs-bank-ltd","state-bank-of-india-singapore-sgp",499974
"dbs-bank-ltd","swedbank-as-tallinn-estonia-est",3760784.37
"dbs-bank-ltd","tempbank-moscow-russia-rus",5976371
"dbs-bank-ltd","trasta-komercbanka-riga-latvia-lva",320000
"dbs-bank-ltd","united-overseas-bank-limited-singapore-sgp",14688311
"dbs-bank-ltd","united-overseas-bank-malaysia-bhd-malaysia-mys",84233.91
"dbs-bank-ltd-singapore","ablv-bank-as-riga-latvia-lva",4950000
"dbs-bank-ltd-singapore","agricultural-bank-of-china-qingdao-china-chn",1501920
"dbs-bank-ltd-singapore","as-expobank-riga-latvia-lva",1723991.78
"dbs-bank-ltd-singapore","bank-of-baroda-hong-kong-hong-kong-hkg",3578400
"dbs-bank-ltd-singapore","idbi-bank-ltd-dubai-uae-are",894006
"dbs-bank-ltd-singapore","jsc-norvik-banka-riga-latvia-lva",3200000
"dbs-bank-ltd-singapore","trasta-komercbanka-riga-latvia-lva",810000
"dbs-bank-ltd-singapore","wirecard-bank-ag-grasbrunn-germany-deu",157244.65
"denizbank","arab-bank-for-investment-foreign-trade-abu-dhabi-uae-are",598392.75
"denizbank-a-s","as-expobank-riga-latvia-lva",4625929.64
"denizbank-a-s","isbank-gmbh-amsterdam-branch-amsterdam-netherlands-nld",2353419.66
"denizbank-as-bahrain-branch","abn-amro-bank-nv-amsterdam-netherlands-nld",283614.13
"desjardins-bank","bank-of-butterfield-international-georgetown-ky-cym",98494
"deutsche-bank","barclays-bank-plc-cyprus-cyp",1.3e+08
"deutsche-bank","credit-suisse-switzerland-che",4e+07
"deutsche-bank","hsbc-hong-kong-hkg",5395.51
"deutsche-bank","investec-bank-of-mauritius-limited-mauritius-mus",18710000
"deutsche-bank","kbl-european-private-bankers-sa-luxembourg-lux",4516000
"deutsche-bank","mauritius-commercial-bank-mauritius-mus",3.3e+07
"deutsche-bank","standard-chartered-bank-mauritius-mus",6.5e+07
"deutsche-bank-ag","ab-dnb-bankas-vilnius-lithuania-ltu",24600
"deutsche-bank-ag","akbank-tas-turkey-tur",40452
"deutsche-bank-ag","arab-bank-for-investment-foreign-trade-abu-dhabi-united-arab-emirates-are",5e+05
"deutsche-bank-ag","atlantic-security-bank-georgetown-cayman-islands-cym",8262488
"deutsche-bank-ag","azizi-bank-kabul-afghanistan-afg",603000
"deutsche-bank-ag","banco-trasatlantico-sa-panama-pan",659940.95
"deutsche-bank-ag","bank-frick-and-co-aktiengesellschaft-balzers-liechtenstein-lie",18182145.3
"deutsche-bank-ag","bank-of-china-limited-china-chn",409000
"deutsche-bank-ag","bank-of-china-ltd-china-chn",32946470.24
"deutsche-bank-ag","bank-of-china-macau-mac",112825
"deutsche-bank-ag","bank-vtb-northwest-jsc-st-petersburg-russia-rus",13330874.35
"deutsche-bank-ag","bank-zachodni-wbk-sa-poland-pol",12030
"deutsche-bank-ag","barclays-bank-plc-uk-corporate-gbr",125747.85
"deutsche-bank-ag","barclays-bank-plc-united-kingdom-gbr",48892
"deutsche-bank-ag","caledonian-bank-ltd-georgetown-cayman-islands-cym",4.1e+08
"deutsche-bank-ag","canadia-bank-ltd-phnom-penh-cambodia-khm",4756288
"deutsche-bank-ag","credit-suisse-ag-switzerland-che",34227660
"deutsche-bank-ag","credit-suisse-ag-zurich-switzerland-che",598000
"deutsche-bank-ag","dbs-bank-ltd-singapore-sgp",1001444
"deutsche-bank-ag","denizbank-as-bahrain-branch-obu-manama-bahrain-bhr",5680163.13
"deutsche-bank-ag","deutsche-bank-mauritius-ltd-mauritius-mus",53520418.3
"deutsche-bank-ag","dms-bank-and-trust-ltd-grand-cayman-cym",369940
"deutsche-bank-ag","dms-bank-trust-ltd-georgetown-cayman-islands-cym",27222500
"deutsche-bank-ag","falcon-private-bank-ltd-switzerland-che",239940000
"deutsche-bank-ag","first-bank-of-miami-usa",109452
"deutsche-bank-ag","first-national-bank-of-namibia-ltd-windhoek-namibia-nam",347946
"deutsche-bank-ag","habib-bank-a-g-zurich-dubai-united-arab-emirates-are",1537411.02
"deutsche-bank-ag","hsbc-hong-kong-hkg",1e+06
"deutsche-bank-ag","pt-bank-windu-kentjana-internation-indonesia-idn",80549112
"deutsche-bank-ag","pt-bank-windu-kentjana-international-indonesia-idn",50272004
"deutsche-bank-ag","rosbank-moscow-russia-rus",6084784.49
"deutsche-bank-ag","savings-bank-of-the-russian-st-petersburg-russia-rus",5084496.08
"deutsche-bank-ag","sberbank-st-petersburg-russia-rus",6877548.61
